contentid,contenttypeid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,cat1,cat2,cat3,tel,firstimage,createdtime,modifiedtime,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,firstimage2,cpyrhtDivCd,mlevel
2810909,39,만서리 이가네 막국수,부산광역시 금정구 식물원로 27,,6,2,129.0850570958,35.2244517473,A05,A0502,A05020100,,,20220316102251,20251023143000,46300,26,410,FD,FD01,FD010100,,,6
2867715,39,만석미역 본점,부산광역시 중구 충장대로5번길 32-1 (중앙동4가),,6,15,129.0374533120,35.1081305635,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/02/2867702_image2_1.JPG,20221014154019,20250619180445,48937,26,110,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/02/2867702_image3_1.JPG,Type3,6
2853079,39,만선해물탕,부산광역시 기장군 구연로 18-8,,6,3,129.1810766062,35.3216704073,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/67/2853067_image2_1.jpg,20220914111018,20250829142804,46023,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/67/2853067_image3_1.jpg,Type3,6
2872611,39,만호갈미샤브샤브,부산광역시 강서구 르노삼성대로 602 (명지동),,6,1,128.9286018554,35.1013709857,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/03/2872603_image2_1.JPG,20221021144929,20250702175802,46773,26,440,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/03/2872603_image3_1.JPG,Type3,6
2891826,39,맘보식당,부산광역시 해운대구 송정광어골로 76 (송정동),,6,16,129.1960571370,35.1748593600,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/20/2891820_image2_1.jpg,20221031161453,20250902103123,48073,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/20/2891820_image3_1.jpg,Type3,6
2891849,39,맛소문오리불고기,부산광역시 해운대구 좌동로 109-17 (좌동),,6,16,129.1767893923,35.1739368835,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/38/2891838_image2_1.jpg,20221031161750,20250902103353,48079,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/38/2891838_image3_1.jpg,Type3,6
2393457,25,맛있는 부산의 남항시장 탐방,,,6,14,129.0368537062,35.0955680697,C01,C0117,C01170001,,,20160716003208,20230809085437,,26,200,C01,C0117,C01170001,,,6
250424,12,망산도·유주암,부산광역시 강서구 송정동,,6,1,128.8209252451,35.0967250919,A02,A0201,A02010700,,http://tong.visitkorea.or.kr/cms/resource/91/3031391_image2_1.JPG,20071029090000,20250407141703,51610,26,440,HS,HS01,HS011200,http://tong.visitkorea.or.kr/cms/resource/91/3031391_image3_1.JPG,Type3,6
2841499,39,메르데쿠르,부산광역시 기장군 기장읍 기장해안로 871-1,,6,3,129.2441569026,35.2331120647,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/93/2841493_image2_1.jpg,20220823113158,20250605143418,46078,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/93/2841493_image3_1.jpg,Type3,6
2847910,39,메밀447,부산광역시 기장군 일광읍 화용길 53-33,,6,3,129.2287846943,35.2809008672,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/99/2847899_image2_1.jpg,20220902100112,20250828144124,46047,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/99/2847899_image3_1.jpg,Type3,6
2847893,39,메이크씨,부산광역시 기장군 일광읍 일광로 754,,6,3,129.2593618262,35.3083844680,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/82/2847882_image2_1.jpg,20220902095638,20250610103145,46039,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/82/2847882_image3_1.jpg,Type3,6
850466,39,명수정,부산광역시 금정구 구서로 23,,6,2,129.0885367382,35.2466271039,A05,A0502,A05020100,,,20091030213113,20250304174542,46242,26,410,FD,FD01,FD010100,,,6
2742601,38,명지시장,부산광역시 강서구 신포길 13-10 (명지동),,6,1,128.9317096042,35.1129197501,A04,A0401,A04010200,,,20210910010738,20251230134139,46717,26,440,SH,SH06,SH060200,,,6
2752976,39,명지첫집,부산광역시 강서구 명지국제6로232번길 18 (명지동),,6,1,128.9244745864,35.0958548619,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/82/2753482_image2_1.jpg,20211005225728,20251105094445,46772,26,440,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/82/2753482_image2_1.jpg,Type3,6
2572851,32,모닝듀 게스트 하우스(모닝듀),부산광역시 동구 초량중로21번길 5-2,(초량동),6,5,129.0364337920,35.1141493149,B02,B0201,B02011100,,http://tong.visitkorea.or.kr/cms/resource/58/2571658_image2_1.jpg,20181204202936,20241127144650,48819,26,170,AC,AC06,AC060200,http://tong.visitkorea.or.kr/cms/resource/58/2571658_image2_1.jpg,Type3,
2832729,39,모모스커피 본점,부산광역시 금정구 오시게로 20 (부곡동),,6,2,129.0864960018,35.2192717995,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/27/2832727_image2_1.jpg,20220804165728,20250527182343,46311,26,410,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/27/2832727_image3_1.jpg,Type3,6
820382,39,목장원,부산광역시 영도구 절영로 355,,6,14,129.0573775733,35.0716572340,A05,A0502,A05020100,,,20091015014923,20251030143424,49113,26,200,FD,FD01,FD010100,,,6
